"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1511","@pieckfingermi Halo bisa kakk!!! Langsung ke ka @kissteya  Akun udah ada tinggal copass! Sudah ridiii <U+0001F646><U+200D><U+2640><U+FE0F> 

bisa l… https://t.co/QBQNfhl5Ss",FALSE,0,"pieckfingermi",2021-12-04 08:11:44,TRUE,"1467041527251693569","1467043931242172416","625106879","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rumwus",0,FALSE,FALSE,NA,NA
"1512","@taltarv Halo kakk adaa!!! Langsung ke ka @kissteya  Akun udah ada tinggal copass! Sudah ridiii <U+0001F646><U+200D><U+2640><U+FE0F> 

bisa langsun… https://t.co/OZzJVwur10",FALSE,0,"taltarv",2021-12-04 08:11:25,TRUE,"1467041514572312576","1467043853332934656","1326431316464726020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rumwus",0,FALSE,FALSE,NA,NA
"1513","@jonguyaaaaa Halo kakk!!! Langsung ke ka @kissteya  Akun udah ada tinggal copass! Sudah ridiii <U+0001F646><U+200D><U+2640><U+FE0F> 

bisa langsung… https://t.co/IhJqw8pFK1",FALSE,0,"jonguyaaaaa",2021-12-04 08:11:08,TRUE,"1467043585535078400","1467043781367136256","1402959833851043846","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rumwus",0,FALSE,FALSE,NA,NA
"1514","@indomyfess om taehyung kalo jd pemain squid game , kek nya gua g rela si ditembak mati. mending dpt duit nya",FALSE,0,"indomyfess",2021-12-04 08:05:35,FALSE,"1466975547745988608","1467042382998753284","292019537","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sparxxkeyle",0,FALSE,FALSE,NA,NA
"1515","@ateeny2021 FCK SHSUSKSKSSKSISSOSK YE BABIH  <U+0001F635><U+200D><U+0001F4AB><U+0001F62D> dia pakai outfit squid game pun handsome masalahnya <U+0001F614><U+0001F44D><U+0001F3FB>",FALSE,0,"ateeny2021",2021-12-04 08:04:50,FALSE,"1467040721920139265","1467042198000525313","1346879875408220160","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","assanniee",0,FALSE,FALSE,NA,NA
"1516","jangan jangan ni-ki beneran ikut squid game s2 jadi adeknya saebyok dan selama ini cheol soo itu nama karakter dia di squid game<U+0001F921>",FALSE,0,NA,2021-12-04 08:00:48,FALSE,NA,"1467041179367739392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ilaynde",0,FALSE,FALSE,NA,NA
"1517","<U+0001F37F>Netflix Premium<U+0001F37F>
—ANTI VPN

Sharing
<U+2611><U+FE0F>13k/7hr
<U+2611><U+FE0F>40k/bln
<U+2611><U+FE0F>115k/3bln

Private
<U+2611><U+FE0F>175k/bln 

Dijamin:
<U+2714><U+FE0F>Profil di Pin… https://t.co/fq4CnICE61",FALSE,0,"itsnewttt",2021-12-04 07:59:18,TRUE,"1467040802522034179","1467040804157853696","1243159666638503938","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itsnewttt",0,FALSE,FALSE,NA,NA
"1518","<U+0001F37F>Netflix Premium<U+0001F37F>
—ANTI VPN

Sharing
<U+2611><U+FE0F>13k/7hr
<U+2611><U+FE0F>40k/bln
<U+2611><U+FE0F>115k/3bln

Private
<U+2611><U+FE0F>175k/bln 

Dijamin:
<U+2714><U+FE0F>Profil di Pin… https://t.co/tM60Y6xOmJ",FALSE,0,"itsnewttt",2021-12-04 07:59:18,TRUE,"1467040800894636033","1467040802522034179","1243159666638503938","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itsnewttt",0,FALSE,FALSE,NA,NA
"1519","@keqnji Halo kakk!!! Langsung ke ka @kissteya  Akun udah ada tinggal copass! Sudah ridiii <U+0001F646><U+200D><U+2640><U+FE0F> 

bisa langsung dm… https://t.co/NzWgrzx4Df",FALSE,0,"keqnji",2021-12-04 07:45:44,TRUE,"1467036843296190470","1467037387783999494","1329795962118627331","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rumwus",0,FALSE,FALSE,NA,NA
"1520","@_071123 Halo kakk!!! Langsung ke ka @kissteya  Akun udah ada tinggal copass! Sudah ridiii <U+0001F646><U+200D><U+2640><U+FE0F> 

bisa langsung dm… https://t.co/aH8DQ3qhSV",FALSE,0,"_071123",2021-12-04 07:45:21,TRUE,"1467036162875281409","1467037291617030145","1459502808248438786","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rumwus",0,FALSE,FALSE,NA,NA
"1521","@cigaretteandme Halo kakk!!! Langsung ke ka @kissteya  Akun udah ada tinggal copass! Sudah ridiii <U+0001F646><U+200D><U+2640><U+FE0F> 

bisa langs… https://t.co/R8W7K5uGP1",FALSE,0,"cigaretteandme",2021-12-04 07:42:41,TRUE,"1467036347617595392","1467036620025069570","1146128634731585537","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rumwus",0,FALSE,FALSE,NA,NA
"1522","@busifess Halo kakk!!! Langsung ke ka @kissteya  Akun udah ada tinggal copass! Sudah ridiii <U+0001F646><U+200D><U+2640><U+FE0F> 

bisa langsung dm… https://t.co/syNrmS1yXh",FALSE,0,"busifess",2021-12-04 07:41:19,TRUE,"1467033469054177283","1467036276985503749","1335180684759994370","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rumwus",0,FALSE,FALSE,NA,NA
"1523","@langsungwa bulanan kaaa aku saranin langsung ke ka @kissteya  Akun udah ada tinggal copass! Sudah ridiii <U+0001F646><U+200D><U+2640><U+FE0F> 

bi… https://t.co/lL8fEKlYbX",FALSE,0,"langsungwa",2021-12-04 07:40:48,TRUE,"1467029310594641923","1467036145783476225","1224294305990209536","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rumwus",0,FALSE,FALSE,NA,NA
"1524","@xkesaa Halo kakk!!! Langsung ke ka @kissteya  Akun udah ada tinggal copass! Sudah ridiii <U+0001F646><U+200D><U+2640><U+FE0F> 

bisa langsung dm… https://t.co/Df1TkFHasi",FALSE,0,"xkesaa",2021-12-04 07:40:09,TRUE,"1467034912746532864","1467035983002562569","1246060755020951552","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rumwus",0,FALSE,FALSE,NA,NA
"1525","@louvssnamu Halo kakk!!! Langsung ke ka @kissteya  Akun udah ada tinggal copass! Sudah ridiii <U+0001F646><U+200D><U+2640><U+FE0F> 

bisa langsung… https://t.co/cRp97JjQ9H",FALSE,0,"louvssnamu",2021-12-04 07:39:25,TRUE,"1467034748774019073","1467035801720528898","1337268042837839874","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rumwus",0,FALSE,FALSE,NA,NA
"1526","@luviesess Halo kakk!!! Langsung ke ka @kissteya  Akun udah ada tinggal copass! Sudah ridiii <U+0001F646><U+200D><U+2640><U+FE0F> 

bisa langsung d… https://t.co/en7joZVTcX",FALSE,0,"luviesess",2021-12-04 07:38:54,TRUE,"1467032809332039684","1467035669474123778","1360259715914080258","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rumwus",0,FALSE,FALSE,NA,NA
"1527","@primmros Halo kakk!!! Langsung ke ka @kissteya  Akun udah ada tinggal copass! Sudah ridiii <U+0001F646><U+200D><U+2640><U+FE0F> 

bisa langsung dm… https://t.co/KjG6J0WsrI",FALSE,0,"primmros",2021-12-04 07:38:34,TRUE,"1467035349536833536","1467035585609347079","1391222862908837891","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rumwus",0,FALSE,FALSE,NA,NA
"1528","@asaidfc Halo kakk!!! Langsung ke ka @kissteya  Akun udah ada tinggal copass! Sudah ridiii <U+0001F646><U+200D><U+2640><U+FE0F> 

bisa langsung dm… https://t.co/KnSmqB3txh",FALSE,0,"asaidfc",2021-12-04 07:38:15,TRUE,"1467032525155422208","1467035505866936321","1193419335521300480","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rumwus",0,FALSE,FALSE,NA,NA
"1529","taehyung waktu pake kostum squid game tu emg cakep bgt apalagi wktu momen buka masker dizoom itu, di tiktok aja vid… https://t.co/KS9GUVbSeN",FALSE,0,NA,2021-12-04 07:35:22,TRUE,NA,"1467034780625555456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","raawrtete",0,FALSE,FALSE,NA,NA
"1530","@schfess Nonton drakor, mau selesein hometown chachacha sama squid game i think. trus mau belajar bahasa lewat duo… https://t.co/wZcBpUDSrV",FALSE,1,"schfess",2021-12-04 07:30:31,TRUE,"1467004153364815872","1467033560364191745","1201673806156161025","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","maloislee",0,FALSE,FALSE,NA,NA
"1531","@dilaa_amell Alice in borderland coba, nek suka kek tipe tipe jaw, squid game",FALSE,0,"dilaa_amell",2021-12-04 07:28:42,FALSE,"1467028765586833408","1467033100785905664","475648863","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farkhanrs",0,FALSE,FALSE,NA,NA
"1532","<U+0001F37F>Netflix Premium<U+0001F37F>
—ANTI VPN

Sharing
<U+2611><U+FE0F>13k/7hr
<U+2611><U+FE0F>40k/bln
<U+2611><U+FE0F>115k/3bln

Private
<U+2611><U+FE0F>175k/bln 

Dijamin:
<U+2714><U+FE0F>Profil di Pin… https://t.co/f0Kp6RERer",FALSE,0,"Anamshop__",2021-12-04 07:24:17,TRUE,"1467031990280941570","1467031992164257795","1325080102162423808","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anamshop__",0,FALSE,FALSE,NA,NA
"1533","<U+0001F37F>Netflix Premium<U+0001F37F>
—ANTI VPN

Sharing
<U+2611><U+FE0F>13k/7hr
<U+2611><U+FE0F>40k/bln
<U+2611><U+FE0F>115k/3bln

Private
<U+2611><U+FE0F>175k/bln 

Dijamin:
<U+2714><U+FE0F>Profil di Pin… https://t.co/UR44sCKjH8",FALSE,0,"Anamshop__",2021-12-04 07:24:17,TRUE,"1467031988607459330","1467031990280941570","1325080102162423808","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anamshop__",0,FALSE,FALSE,NA,NA
"1534","@tanyakanrl Squid Game nder, ada drama India nya jga di dlm nya https://t.co/rxS5uAHsE5",FALSE,1,"tanyakanrl",2021-12-04 07:16:23,FALSE,"1467025881105195009","1467030001115619335","1331650559518990336","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wndrn4",0,FALSE,FALSE,NA,NA
"1535","@caratstalk Squid game sama gose collab WKKWKWKWKKWKW",FALSE,0,"caratstalk",2021-12-04 07:09:26,FALSE,"1466731670170599427","1467028253080645633","988230993231269889","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","princessuti4",0,FALSE,FALSE,NA,NA
"1536","btw jaketnya mengingatkan squid game",FALSE,0,"iwannst7",2021-12-04 07:08:32,FALSE,"1467027783243075585","1467028028530192387","2877881880","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iwannst7",0,FALSE,FALSE,NA,NA
"1537","@caratstalk si om : kalian yang kemarin main mugunghwa pake payung rame rame y? sy nonton itu seru bgt loh menginsp… https://t.co/0oFWkF7FlJ",FALSE,2,"caratstalk",2021-12-04 06:43:00,TRUE,"1466728244703477763","1467021602931953668","988230993231269889","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","coupycake",0,FALSE,FALSE,NA,NA
"1538","Siapa y mereka? Rilis lagu setelah squid game kah",FALSE,0,NA,2021-12-04 06:33:36,FALSE,NA,"1467019236014919682",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","beartifulkai",0,FALSE,FALSE,NA,NA
"1539","W kagak tau artinya dah, pokoknya simbol squid game dah",FALSE,0,NA,2021-12-04 06:31:48,FALSE,NA,"1467018783273328640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jun9vely",0,FALSE,FALSE,NA,NA
"1540","Ih ini kerenn pake concept squid game lagunyaa",FALSE,0,NA,2021-12-04 06:31:43,FALSE,NA,"1467018760984797187",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","twizzyracha",0,FALSE,FALSE,NA,NA
"1541","Taekook In the squid game   T____T 

Jangan lupa untuk vote di Mama ya gess terimakasih!!! https://t.co/WAh038wVyp",FALSE,152,NA,2021-12-04 06:19:58,FALSE,NA,"1467015803945951232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vantebear00",10,FALSE,FALSE,NA,NA
"1542","Lest Rock!!!
Coba cek ini, deh: ""Baju setelan panjang hoodie anak laki-laki SQUID GAME"" Rp65.000 di toko NIKADA Tok… https://t.co/oHIRxiZYly",FALSE,0,NA,2021-12-04 06:16:26,TRUE,NA,"1467014915445583876",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DavidJh64025673",0,FALSE,FALSE,NA,NA
"1543","CooL Boys
Coba cek ini, deh: ""Nikada® Jaket Zipper anak laki perempuan unisex SQUID GAME - Merah, S"" Rp50.000 di to… https://t.co/j7h1GYPog4",FALSE,0,NA,2021-12-04 06:15:00,TRUE,NA,"1467014557226856449",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DavidJh64025673",0,FALSE,FALSE,NA,NA
"1544","@Tri33milanisti @tatakujiyati Sumur resapan dibuat seperti sumur jebakkan (squid game) krn  membuat para pengendara… https://t.co/y8auvHsOwn",FALSE,0,"Tri33milanisti",2021-12-04 06:13:51,TRUE,"1466682928881029121","1467014267723386880","2615412720","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wakujieleza",0,FALSE,FALSE,NA,NA
"1545","Bisa aja mereka berani. Ingat yg sinetron indo tiru squid game?
Wkakakak karena mereka mikir nanti ilang sendiri da… https://t.co/MfKYMliRv4",FALSE,0,NA,2021-12-04 06:10:55,TRUE,NA,"1467013526535294978",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","semanggihyuck",0,FALSE,FALSE,NA,NA
"1546","Stay CooL<U+0001F60E><U+0001F93A>
Saya menjual NIKADA® - Baju setelan panjang hoodie anak laki-laki SQUID GAME seharga Rp65.000. Dapatkan… https://t.co/9yzGRZKDnO",FALSE,0,NA,2021-12-04 06:09:24,TRUE,NA,"1467013145474392068",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DavidJh64025673",0,FALSE,FALSE,NA,NA
"1547","WKWKWK SEMALEM JUGA PAS NONGKRONG SAMA TEMEN CEWE ADA YANG BLG GINI ""ITU YANG PAKE KOSTUM SQUID GAME SIAPA SIH NAMA… https://t.co/urxIjcSQaV",FALSE,0,NA,2021-12-04 06:05:47,TRUE,NA,"1467012236220637184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","taejindailyy",0,FALSE,FALSE,NA,NA
"1548","@JuwitaSynyster Kolo film squid game yg ada boneka nembak2 apa judulnya ya??",FALSE,0,"JuwitaSynyster",2021-12-04 06:03:21,FALSE,"1466671896703889411","1467011621683822595","1091466474","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Msnoviaa",0,FALSE,FALSE,NA,NA
"1549","Sultan Dunia Nyata, YouTuber MrBeast Bikin Permainan Squid Game Berhadiah Rp 6,5 Miliar https://t.co/eQg4MllY5h",FALSE,0,NA,2021-12-04 05:55:04,FALSE,NA,"1467009540025503745",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Riau24Com",0,FALSE,FALSE,NA,NA
"1550","@stay4rosie Kayak yg di film squid game gitu om.. tapi beda. Cobain aja dulu wkwkwk",FALSE,0,"stay4rosie",2021-12-04 05:52:34,FALSE,"1467000921980735488","1467008910254952449","1401887351769497605","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","minationgrls",0,FALSE,FALSE,NA,NA
"1551","Baru bakal ke Seoul mingdep hiksss. Tapi lagi tinggi-tingginya kasus covid, takut bakal dibubarin lebih cepet deh kayak Squid Game kemaren <U+0001F614>",FALSE,0,"devinawidya",2021-12-04 05:49:41,FALSE,"1467008181251756032","1467008182900097026","77394350","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","devinawidya",0,FALSE,FALSE,NA,NA
"1552","hahah buat lah lagi benda bodoh Squid Game masa kempen kat Sarawak lagi. LOL",FALSE,11,NA,2021-12-04 05:42:19,FALSE,NA,"1467006331852754950",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ruffleseed",1,FALSE,FALSE,NA,NA
"1553","<U+0001F37F>Netflix Premium<U+0001F37F>
—ANTI VPN

Sharing
<U+2611><U+FE0F>13k/7hr
<U+2611><U+FE0F>40k/bln
<U+2611><U+FE0F>115k/3bln

Private
<U+2611><U+FE0F>175k/bln 

Dijamin:
<U+2714><U+FE0F>Profil di Pin… https://t.co/4zPzmY4ur7",FALSE,0,"itsnewttt",2021-12-04 05:36:52,TRUE,"1467004954489470976","1467004956926377985","1243159666638503938","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itsnewttt",0,FALSE,FALSE,NA,NA
"1554","<U+0001F37F>Netflix Premium<U+0001F37F>
—ANTI VPN

Sharing
<U+2611><U+FE0F>13k/7hr
<U+2611><U+FE0F>40k/bln
<U+2611><U+FE0F>115k/3bln

Private
<U+2611><U+FE0F>175k/bln 

Dijamin:
<U+2714><U+FE0F>Profil di Pin… https://t.co/wTRWCPvNTs",FALSE,0,"itsnewttt",2021-12-04 05:36:51,TRUE,"1467004951679287299","1467004954489470976","1243159666638503938","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itsnewttt",0,FALSE,FALSE,NA,NA
"1555","<U+2757><U+26A0><U+FE0F> tw// awas kaget

no offense, tapi liat boneka sg jd inget boneka perempatan. serem tapi bikin ketawa tapi serem… https://t.co/8H3gmgcvyY",FALSE,22,NA,2021-12-04 05:20:01,TRUE,NA,"1467000719890808838",NA,"<a href=""https://twitter.com/moviemenfes"" rel=""nofollow"">Movie Menfess</a>","moviemenfes",1,FALSE,FALSE,NA,NA
"1556","@simps4ae adaaa <U+0001F63B>

NETFLIX <U+0001F3A5>

 —HARIAN 
1 HARI : 4K
3 HARI : 8K
7 HARI : 13K
—SHARING 
1 BULAN : 38k
—PRIVATE 
1 BU… https://t.co/NPO7FVnJqH",FALSE,0,"simps4ae",2021-12-04 05:12:35,TRUE,"1466998487141076996","1466998848874708997","1462021108383641601","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stairysz",0,FALSE,FALSE,NA,NA
"1557","Gemerlap Korea Selatan kini telah menyaingi Amerika Serikat dalam segi hiburan. Serial produksi Korea Selatan, Squi… https://t.co/WRQARcJKkV",FALSE,1,NA,2021-12-04 05:10:00,TRUE,NA,"1466998196559704067",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","the_geotimes",0,FALSE,FALSE,NA,NA
"1558","@lariesmanis Start 6k nii!!! Langsung ke ka @kissteya  Akun udah ada tinggal copass! Sudah ridiii <U+0001F646><U+200D><U+2640><U+FE0F> 

bisa langs… https://t.co/IySekmp0iW",FALSE,0,"lariesmanis",2021-12-04 05:02:09,TRUE,"1466995741218402306","1466996221705261056","1279042914711003137","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gelatgo",0,FALSE,FALSE,NA,NA
"1559","@hydenamy Nmpk sgt tak cakna, Asian Emmy kot. Sokmo bising rancangan/drama tak kualiti, bila ada yg ok buat bodo. I… https://t.co/xN8Vt5lD7A",FALSE,0,"hydenamy",2021-12-04 05:00:47,TRUE,"1466992270297632769","1466995880091811840","153435492","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lavenderkiss",0,FALSE,FALSE,NA,NA
"1560","4. Ambil unsur budaya / permainan anak-anak.

Beberapa film horror jg manfaatin ini (ex: Squid Game). Nyertain perm… https://t.co/o2DU5mPOKc",FALSE,0,"yashitsyas",2021-12-04 04:53:20,TRUE,"1466993065344704513","1466994004394790924","1452318765325094914","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","yashitsyas",0,FALSE,FALSE,NA,NA
"1561","baru buka pinterest yg keluar Tae Squid game langsung tiga <U+0001F44D><U+0001F3FB> https://t.co/A0KPO0HycP",FALSE,0,NA,2021-12-04 04:50:06,FALSE,NA,"1466993188560797701",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","babyyyvante",0,FALSE,FALSE,NA,NA
"1562","@xCHRIStalsx NETFLIX <U+0001F3A5>

 —HARIAN 
1 HARI : 4K
3 HARI : 8K
7 HARI : 13K
—SHARING 
1 BULAN : 38k
—PRIVATE 
1 BULAN :… https://t.co/zxS5gGZ8G1",FALSE,0,"xCHRIStalsx",2021-12-04 04:50:03,TRUE,"1466992226093830145","1466993177756258306","1270936733786320897","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stairysz",0,FALSE,FALSE,NA,NA
"1563","Amende mimpi participate main squid game sksksks sampai skrg rasa takut sbb tgk orang mati depan mata <U+0001F972>",FALSE,0,NA,2021-12-04 04:49:07,FALSE,NA,"1466992941835030529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ainaysmne",0,FALSE,FALSE,NA,NA
"1564","<U+0001F37F>Netflix Premium<U+0001F37F>
—ANTI VPN

Sharing
<U+2611><U+FE0F>13k/7hr
<U+2611><U+FE0F>40k/bln
<U+2611><U+FE0F>115k/3bln

Private
<U+2611><U+FE0F>175k/bln 

Dijamin:
<U+2714><U+FE0F>Profil di Pin… https://t.co/81gVv7uw4d",FALSE,0,"Anamshop__",2021-12-04 04:47:00,TRUE,"1466992407866593283","1466992409535864835","1325080102162423808","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anamshop__",0,FALSE,FALSE,NA,NA
"1565","<U+0001F37F>Netflix Premium<U+0001F37F>
—ANTI VPN

Sharing
<U+2611><U+FE0F>13k/7hr
<U+2611><U+FE0F>40k/bln
<U+2611><U+FE0F>115k/3bln

Private
<U+2611><U+FE0F>175k/bln 

Dijamin:
<U+2714><U+FE0F>Profil di Pin… https://t.co/wF0ffY6PqG",FALSE,0,"Anamshop__",2021-12-04 04:47:00,TRUE,"1466992405031251968","1466992407866593283","1325080102162423808","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anamshop__",0,FALSE,FALSE,NA,NA
"1566","@rumraisun Rajeennnn udah sana deh squid game aja, biar jepalll yang maju bawa mawar <U+0001F602>",FALSE,0,"rumraisun",2021-12-04 04:40:34,FALSE,"1466966340577546243","1466990789062389760","1438789498888802313","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gracetrskia_",0,FALSE,FALSE,NA,NA
"1567","@elatedsenja Start 10k nii!!! Langsung ke ka @kissteya  Akun udah ada tinggal copass! Sudah ridiii <U+0001F646><U+200D><U+2640><U+FE0F> 

bisa lang… https://t.co/HbTDpzHM5V",FALSE,0,"elatedsenja",2021-12-04 04:37:17,TRUE,"1466989463083511814","1466989963694657536","1305077681684246528","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gelatgo",0,FALSE,FALSE,NA,NA
"1568","iconic sih dia cosplay squid game ini, tmen gw non army pada ketar ketir bilang ""kek ga nyata gantengnya""<U+0001F62D> https://t.co/pKLyNMZaCh",FALSE,2,NA,2021-12-04 04:32:06,FALSE,NA,"1466988659018588162",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jagermeistae",0,FALSE,FALSE,NA,NA
"1569","@rexlapisdeix squid game sebelum squid game ya wkwkw",FALSE,0,"rexlapisdeix",2021-12-04 04:29:08,FALSE,"1466977762317537288","1466987914923892739","1913935428","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mathiolla",0,FALSE,FALSE,NA,NA
"1570","@JOUNGJAHE Kek boneka squid game<U+0001F614><U+0001F64F><U+0001F3FB>",FALSE,0,"JOUNGJAHE",2021-12-04 04:20:27,FALSE,"1466984535808045057","1466985728295030789","1268795054161670144","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aqueentasj",0,FALSE,FALSE,NA,NA
"1571","Port Mafia kena wabah, Buso Tantei-sha meres otak &amp; tenaga, ni orang2 kelewat pinter maen squid game https://t.co/I57GtcjTe0",FALSE,0,NA,2021-12-04 04:18:26,FALSE,NA,"1466985219710349312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maymay21_",0,FALSE,FALSE,NA,NA
"1572","#LejenFlix: Bintang ‘Squid Game’ Park Hae-soo Bakal Ambil Watak Berlin Dalam ‘Money Heist’ Versi Korea… https://t.co/wCsdG8yg3F",FALSE,2,NA,2021-12-04 04:08:09,TRUE,NA,"1466982633527730179",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","LejenPress",1,FALSE,FALSE,NA,NA
"1573","rasa mcm dlm squid game. tunggu masa je dia bertukar hahaahahahaha",FALSE,0,NA,2021-12-04 04:05:09,FALSE,NA,"1466981877311442944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","atbzy",0,FALSE,FALSE,NA,NA
"1574","@doyieyeay Sini kakaa!!! Langsung ke ka @kissteya  Akun udah ada tinggal copass! Sudah ridiii <U+0001F646><U+200D><U+2640><U+FE0F> 

bisa langsung… https://t.co/xPOcf7S9nW",FALSE,0,"doyieyeay",2021-12-04 04:02:37,TRUE,"1466981190892593153","1466981240783867904","1414220020712820736","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gelatgo",0,FALSE,FALSE,NA,NA
"1575","@momotvvice Sini kakaa!!! Langsung ke ka @kissteya  Akun udah ada tinggal copass! Sudah ridiii <U+0001F646><U+200D><U+2640><U+FE0F> 

bisa langsung… https://t.co/DyMlKZpfB6",FALSE,0,"momotvvice",2021-12-04 04:01:52,TRUE,"1466980760800219144","1466981049754275842","943165274","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gelatgo",0,FALSE,FALSE,NA,NA
"1576","Bang Si Hyuk dan Sutradara Squid Game Masuk Daftar Orang Berpengaruh pada Bisnis Global 2021 https://t.co/tm3ZGGPymR",FALSE,0,NA,2021-12-04 04:00:12,FALSE,NA,"1466980631502475267",NA,"<a href=""http://www.dreamers.id"" rel=""nofollow"">Dreamers Autotweet</a>","DreamersRadioID",0,FALSE,FALSE,NA,NA
"1577","Kalo yg jaga squid game model gini mau-mau aja ikutan main gue mah <U+0001F604> https://t.co/rMtpQTwvCh",FALSE,0,NA,2021-12-04 03:58:36,FALSE,NA,"1466980227326693376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","intoistata",0,FALSE,FALSE,NA,NA
